Gene ID,ID
GUCY2C,2984
GUCY2D,3000
GUCY2F,2986
LOC285097,285097
HIRA,7290
MORC1-AS1,100506506
SNORA101A,107399301
SNORA101B,107399303
PA2G4P4,647033
TBILA,112806053
FCN1,2219
FCN2,2220
FCMR,9214
FCN3,8547
OR2T12,127064
OR2T10,127069
OR2T11,127077
TATDN3,128387
TATDN1,83940
TATDN2,9797
SHISA5,51246
SHISA4,149345
SHISA3,152573
SHISA2,387914
PCDHA13,56136
SHISA9,729993
PCDHA12,56137
SHISA8,440829
PCDHA11,56138
SHISA7,729956
PCDHA10,56139
SHISA6,388336
PRPF4,9128
PACRGL,133015
PRPF6,24148
FANCD2,2177
PRPF3,9129
XLOC_008559,105378427
RPS19BP1,91582
PRPF8,10594
LOC645188,645188
TIMM23B,100652748
POU2F1,5451
EIF2S2,8894
POU2F2,5452
EIF2S1,1965
POU2F3,25833
EIF2S3,1968
PRPH2,5961
MAP6D1,79929
LOC107984507,107984507
AVEN,57099
MIR8069-1,102466252
LSAMP-AS1,101926903
SIX1,6495
IRF2BPL,64207
SIX6,4990
SIX4,51804
SIX5,147912
SIX2,10736
SIX3,6496
RBAK-RBAKDN,100533952
MYOCD-AS1,101928418
C17ORF113,110806298
COLEC12,81035
COLEC11,78989
COLEC10,10584
OR2T34,127068
OR2T35,403244
OR2T33,391195
MAPK9,5601
MAPK8,5599
C17ORF107,100130311
MAPK7,5598
PCDH9-AS3,100874086
PCDH9-AS4,100874087
MAPK1,5594
PCDH9-AS2,100874064
C17ORF100,388327
MAPK6,5597
MAPK4,5596
MAPK3,5595
OR2T27,403239
QPCTL,54814
OR2T29,343563
FCSK,197258
OR5AK4P,219525
C5ORF22,55322
TDRKH,11022
C5ORF24,134553
AVIL,10677
AGAP12P,414224
OTUD6B-AS1,100506365
C5ORF15,56951
UPB1,51733
OPRPN,58503
C5ORF46,389336
C5ORF47,133491
C5ORF49,134121
ADCY6-DT,100506125
AGAP10P,653234
CYB5R2,51700
CYB5R1,51706
CYB5R4,51167
CYB5R3,1727
ACOXL-AS1,400997
PRRT1,80863
PRRT3,285368
PRRT2,112476
C5ORF34,375444
TMPRSS11GP,644759
CYB5RL,606495
AVL9,23080
PRRT4,401399
C5ORF67,101928448
JPH1,56704
JPH4,84502
JPH2,57158
JPH3,57338
TDRG1,732253
NIPBL-DT,646719
C5ORF60,285679
C5ORF64,285668
C5ORF63,401207
UPF2,26019
UPF1,5976
MRPL23-AS1,100133545
C5ORF58,133874
CCSAP,126731
LOC105372695,105372695
PELI1,57162
C5ORF52,100190949
SH3GL1P2,6459
PELI3,246330
PELI2,57161
LOC112577516,112577516
GPA33,10223
LOC105370068,105370068
SH3GL1P1,6458
RNASEK-C17ORF49,100529209
MIR2861,100422910
RABAC1,10567
MELTF-AS1,100507057
LINC01230,102800446
LINC01231,101929247
LINC01232,102725509
LINC01233,100128139
UPK2,7379
SH3BP5-AS1,100505696
RUVBL2,10856
RUVBL1,8607
LINC01227,101928276
ERLNC1,101929441
LINC01229,101928248
LINC01224,104472717
LINC01226,284551
EPM2A,7957
LINC01220,731223
LINC01221,104266961
AGTPBP1,23287
LINC01222,102800316
S100A2,6273
S100A1,6271
OLFM4,10562
FTSJ1,24140
STON1-GTF2A1L,286749
FRMD1,79981
FTSJ3,117246
FRMD3,257019
OLFM1,10439
OLFM2,93145
FRMD5,84978
OLFM3,118427
FRMD6,122786
TXLNA,200081
FRMD7,90167
MAPKAPK3,7867
TXLNB,167838
FRMD8,83786
LOC105372653,105372653
MAPKAPK2,9261
S100A6,6277
LINC01216,100874275
PFN1P2,767846
S100A5,6276
S100A4,6275
MAPKAPK5,8550
S100A3,6274
LINC01219,104355220
S100A9,6280
LINC01213,101927992
S100A8,6279
LINC01214,101928022
S100A7,6278
LINC01215,101929623
LINC01252,338817
LINC01254,101927350
LINC01255,101927433
LINC01250,101927554
UBFD1,56061
GIMD1,100507096
LOC105370024,105370024
LINC01249,727982
LINC01246,102800315
LINC01247,101929390
LINC01248,102723818
MIR4444-2,100846999
LINC01241,101929582
MIR4444-1,100616394
LINC01242,401497
LINC01243,101929620
LVRN,206338
CLLU1,574028
LOC105372672,105372672
LINC01238,102723927
LINC01239,441389
LINC01234,100506465
LINC01235,401492
NALT1,101928483
LINC01237,101927289
CALR3,125972
CRYBG2,55057
CRYBG1,202
CRYBG3,131544
DLGAP4-AS1,101926987
PMEPA1,56937
UPP2,151531
UPP1,7378
DNM1L,10059
ANKRD20A4-ANKRD20A20P,110006327
FIRRE,286467
PELP1,27043
SIGMAR1,10280
HAS2-AS1,594842
KCNIP2-AS1,100289509
QTRT1,81890
QTRT2,79691
PPM1A,5494
PPM1B,5495
RASAL2-AS1,100302401
RUSC1-AS1,284618
LINC01210,100507274
PPM1L,151742
PPM1M,132160
SHCBP1L,81626
PPM1N,147699
PPM1H,57460
AFG1L,246269
PPM1J,333926
PPM1K,152926
PPM1D,8493
BARX1,56033
PPM1E,22843
BARX2,8538
PPM1F,9647
LOC112577592,112577592
PPM1G,5496
LINC01209,101928684
TP53INP2,58476
TP53INP1,94241
LINC01205,401082
LINC01206,100996490
PSG10P,653492
LINC01208,100505547
LINC01201,104266960
LINC01202,104326188
LINC01203,100133123
LINC01204,101927528
MCOLN3,55283
PRRX1,5396
PRRX2,51450
LYSMD2,256586
TTTY1B,100101116
LYSMD1,388695
LYSMD4,145748
TPD52L3,89882
LYSMD3,116068
MCOLN1,57192
TPD52L1,7164
MCOLN2,255231
TPD52L2,7165
ROR1-AS1,101927034
TTTY18,252950
TMLHE,55217
TTTY19,252952
LOC105372633,105372633
TTTY16,252948
LOC105372631,105372631
TTTY14,83869
TTTY15,64595
TTTY12,83867
TTTY13,83868
TTTY10,246119
TTTY11,83866
ALDH8A1,64577
JPT1,51155
LINC01198,101929344
LINC01193,348120
LINC01194,404663
JPT2,90861
LINC01195,104266959
JMJD1C,221037
LINC01191,440900
LINC01192,647107
TTTY2B,100101117
CTD-2350J17.1,101929472
CYB5D2,124936
CYB5D1,124637
RASSF1,11186
RASSF2,9770
RASSF3,283349
RASSF4,83937
RASSF5,83593
RASSF6,166824
TTTY23,252955
TTTY21,252953
TTTY22,252954
TTTY20,252951
CALN1,83698
LINC01186,101927574
LINC01187,100507267
LINC01189,643648
LINC01182,101929071
LINC01180,101927017
TTTY3B,474148
LINC01181,379034
LORICRIN,4014
CD2BP2,10421
UPRT,139596
LINC01179,101928151
PLA1A,51365
TTTY4C,474150
TTTY4B,474149
ZMPSTE24,10269
DCLK3,85443
RASSF7,8045
DCLK2,166614
RASSF8,11228
RASSF9,9182
DCLK1,9201
CALM3,808
KIAA1614-AS1,103344928
DERPC,113455421
CALM1,801
CALM2,805
INTS11,54973
INTS12,57117
INTS13,55726
INTS14,81556
GPAA1,8733
LINC01150,101927624
LINC01151,104266958
LINC01152,102606463
INTS10,55174
SECTM1,6398
TTTY6B,441543
LOC285191,285191
LINC01147,101928791
LINC01148,283585
LINC01149,101929111
LINC01142,284688
GRIPAP1,56850
LINC01143,104355141
LINC01144,400752
LINC01145,103091866
LINC01140,339524
LINC01141,339505
TTTY7B,100101120
LINC01139,339535
LINC01135,100131060
LINC01138,388685
POPDC2,64091
POPDC3,64208
LINC01176,100506516
LINC01177,104355218
DEFA9P,449492
LINC01173,106144537
DERL3,91319
CRYBA2,1412
DERL1,79139
CRYBA1,1411
TXLNG,55787
DERL2,51009
CRYBA4,1413
LINC01170,103724389
EXOSC7,23016
EXOSC6,118460
TTTY8B,100101118
EXOSC5,56915
EXOSC4,54512
EXOSC9,5393
EXOSC8,11340
EXOSC3,51010
LINC01168,399829
EXOSC2,23404
LINC01169,102723165
EXOSC1,51013
LINC01164,399827
DEFA8P,449491
LINC01166,101927590
LINC01167,103695432
LINC01160,100129269
CRYBB1,1414
LINC01162,104355138
LINC01163,101927381
CRYBB3,1417
CRYBB2,1415
TTTY9B,425057
TTTY9A,83864
LINC01159,102682016
WWC1,23286
WWC2,80014
CUTALP,253039
PPME1,51400
KHSRP,8570
CCRL2,9034
WWC3,55841
MAT1A,4143
CKLF-CMTM1,100529251
MASP2,10747
MASP1,5648
PSMD10,5716
PSMD12,5718
CALCA,796
PSMD11,5717
CALCB,797
PSMD14,10213
PSMD13,5719
MIR4435-2HG,541471
CALCR,799
TBC1D8-AS1,100506286
CALD1,800
FDPS,2224
LAMA4-AS1,101927640
QDPR,5860
TIMM10B,26515
MAST4,375449
PRKCSH,5589
MAST3,23031
CPXM2,119587
MAST2,23139
MAST1,22983
CALB2,794
CALB1,793
MLST8,64223
TIMM17A,10440
TIMM17B,10245
CPXM1,56265
CYREN,78996
POU1F1,5449
AZGP1P1,646282
MASTL,84930
ARAP1-AS2,100506020
MAT2B,27430
SAMHD1,25939
AURKC,6795
AURKB,9212
AURKA,6790
MAT2A,4144
SH3TC2,79628
SH3TC1,54436
DEFA1B,728358
KTN1-AS1,100129075
CYP24A1,1591
CNTFR,1271
SOX21,11166
HOXA9,3205
SOX17,64321
SOX18,54345
SOX15,6665
FDXR,2232
HOXA3,3200
HOXA2,3199
HOXA1,3198
HOXA7,3204
HOXA6,3203
HOXA5,3202
HOXA4,3201
UNC13B,10497
UNC13C,440279
UNC13A,23025
ZNF705G,100131980
ZNF705D,728957
ZNF705B,100132396
SOX13,9580
ZNF705A,440077
SOX14,8403
SOX11,6664
SOX12,6666
SOX10,6663
UNC13D,201294
ZNF529-AS1,101927599
FCAMR,83953
HOXB9,3219
PRR19,284338
FDX1,2230
FDX2,112812
PRR16,51334
HOXB4,3214
PRR15,222171
HOXB3,3213
PRR18,285800
HOXB2,3212
HOXB1,3211
PRR12,57479
HOXB8,3218
PRR11,55771
HOXB7,3217
PRR14,78994
HOXB6,3216
PRR13,54458
HOXB5,3215
LOC442497,442497
HOXD1,3231
C1ORF198,84886
ENDOD1,23052
SKA3,221150
HIF1A,3091
SKA1,220134
SKA2,348235
PRR27,401137
HOXC5,3222
HOXC4,3221
PRR29,92340
HOXC9,3225
RREB1,6239
PRR22,163154
HOXC8,3224
ELANE,1991
PRR25,388199
HOXC6,3223
PRR30,339779
GRXCR1,389207
SEPTIN4-AS1,101927688
PRR32,100130613
GRXCR2,643226
MAD2L1BP,9587
C1ORF185,284546
FOXG1-AS1,103695363
SOX30,11063
KCNK15-AS1,106144538
HOXC-AS1,100874363
HOXC-AS2,100874364
TNFSF4,7292
HOXC-AS3,100874365
CSMD2-AS1,402779
ZNF702P,79986
TNFSF9,8744
UNC119,9094
TNFSF8,944
HOXD4,3233
CLMAT3,101927096
HOXD3,3232
MIR1302-11,100422919
MIR1302-10,100422834
HOXD9,3235
PRR36,80164
HOXD8,3234
PRR35,146325
TINAGL1,64129
HIF3A,64344
FAM90A2P,729689
PDCD4-AS1,282997
BATF2,116071
CNTD1,124817
BATF3,55509
ARHGAP5-AS1,84837
FAM90A26,100287045
AHNAK,79026
TM9SF4,9777
LOC105369187,105369187
TM9SF3,56889
MIR503HG,84848
WWOX,51741
PMCHL1,5369
ADAT1,23536
PMCHL2,5370
WWP1,11059
WWP2,11060
LOC105369199,105369199
ADAT3,113179
ADAT2,134637
AACSP1,729522
TM9SF2,9375
TM9SF1,10548
STING1,340061
CYB561,1534
TOR2A,27433
LOC101929106,101929106
LINC01111,101926978
CLSTN2,64084
CLSTN3,9746
CLSTN1,22883
LOC101929109,101929109
RTKN2,219790
C1ORF131,128061
PYCARD,29108
SMR3B,10879
C1ORF127,148345
SMR3A,26952
LINC01106,151009
LINC01107,151171
LINC01108,102216342
LINC01102,150568
LINC01103,101927360
LINC01104,150577
TOR3A,64222
LOC550113,550113
LINC01100,730109
LOC101929116,101929116
LINC01101,84931
C1ORF122,127687
ADAM2,2515
C1ORF116,79098
C1ORF115,79762
ADAM6,8755
ADAM5,255926
ADAM9,8754
ADAM8,101
ADAM7,8756
INTS6L,203522
LINC01132,100506810
LOC101929128,101929128
DNMT1,1786
LINC01133,100505633
MINDY3,80013
LINC01134,100133612
MINDY4,84182
RTL10,79680
FECH,2235
MINDY1,55793
MINDY2,54629
GLIS2-AS1,101926896
LOC105369147,105369147
LOC105369146,105369146
LOC101929124,101929124
C1ORF112,55732
LOC105369140,105369140
C1ORF105,92346
ADAP2,55803
C1ORF109,54955
LINC01128,643837
LINC01124,440925
SKIL,6498
LINC01126,100129726
LINC01127,100506328
LINC01120,389043
LINC01121,400952
LINC01122,400955
TOR1A,1861
LINC01123,440894
MSC-AS1,100132891
LOC101929130,101929130
ADAP1,11033
TOR1B,27348
C1ORF100,200159
DISC1-IT1,104472714
LOC101929140,101929140
LINC01117,102724224
LINC01118,388948
SERINC1,57515
LINC01119,100134259
SERINC3,10955
SERINC2,347735
LINC01114,284998
SERINC5,256987
LINC01115,339822
SERINC4,619189
LINC01116,375295
MIR29B1,407024
MIR29B2,407025
DAGLA,747
CSAG4,100130935
C1ORF174,339448
LOC101929141,101929141
CSAG3,389903
LOC101929148,101929148
CSAG1,158511
LIMS1-AS1,106182118
SPANXC,64663
SPANXD,64648
NEURL1-AS1,102724341
ELAC2,60528
ELAC1,55520
LOC101929154,101929154
ASMTL,8623
C1ORF162,128346
C1ORF167,284498
C1ORF159,54991
LOC101929161,101929161
TESMIN,9633
DAGLB,221955
PERCC1,105371045
PRR5L,79899
CHADL,150356
LOC101929172,101929172
C1ORF141,400757
C1ORF146,388649
LINC01078,106144536
TP53RK,112858
LINC01072,104355137
LINC01074,106144607
LINC01075,103752583
LINC01070,101928698
DNM1P50,101927579
ANTXR2,118429
ANTXR1,84168
CCT6B,10693
DNM1P46,196968
LOC101929073,101929073
SAP130,79595
CHAC2,494143
CHAC1,79094
RPS7P5,645884
SKP2,6502
LINC01069,101927176
SKP1,6500
ST3GAL6-AS1,100874207
LINC01065,102723875
LINC01068,103724388
LINC01061,401149
LINC01063,101929769
NFKBIL1,4795
LOC101929076,101929076
LINC01060,401164
SCEL-AS1,104355296
MARF1,9665
ANTXRL,195977
LINC01058,103724387
ALDH7A1,501
LINC01098,285501
LINC01099,101928656
RWDD2B,10069
RWDD2A,112611
LINC01094,100505702
LINC01095,100505545
LINC01096,285548
LINC01097,285547
LINC01090,104355152
LINC01091,285419
LINC01093,100506229
RFPL4A,342931
LOC101930071,101930071
RFPL4B,442247
PRRC1,133619
RFPL3S,10737
LINC01087,101927994
LINC01088,100505875
LINC01089,338799
LINC01085,152742
SENP3-EIF4A1,100533955
LINC01080,101515984
LINC01081,101154687
LINC01082,100506542
SCARNA18B,107397392
CCT6A,908
MARCO,8685
HOTTIP,100316868
RTL8A,26071
RTL8B,441518
RTL8C,8933
HBS1L,10767
LINC01033,104355136
FEN1,2237
LINC01030,101937451
LINC01031,101929184
CAMKV,79012
NKIRAS1,28512
PCF11,51585
NKIRAS2,28511
A2MP1,3
LINC01029,101927715
RFPL1S,10740
LINC01028,101928141
LINC01022,105375616
LINC01023,100652853
CAMLG,819
LINC01020,340094
MIR133A1,406922
ALG14-AS1,101928098
MIR133A2,406923
MMP23B,8510
MMP23A,8511
LINC01018,255167
LINC01019,285577
LINC01014,100874330
LINC01015,100507362
LINC01016,100507584
LINC01017,102467075
TOR4A,54863
OPRD1,4985
LINC01054,104355150
LINC01055,103752581
LINC01056,100144597
LINC01050,103689845
LINC01052,105370242
LINC01053,102723318
ADAD1,132612
TBL1Y,90665
TBL1X,6907
LINC01047,105616982
LINC01048,103695431
LINC01049,101927224
ADAD2,161931
LINC01043,101928752
LINC01044,104266956
LINC01046,103689843
LINC01040,105370308
DNM1P41,440299
SMIM15-AS1,101928630
RSL1D1,26156
DNM1P35,100128285
SLMO2-ATP5E,100533975
LOC107984784,107984784
CAMK4,814
B9D1,27077
CAMK1,8536
B9D2,80776
LINC01036,104169671
LINC01037,106144535
LINC01038,102724076
LINC01039,104355149
STEAP3,55240
STEAP4,79689
NPY2R,4887
BASP1,10409
RAP2C-AS1,101928578
NPY1R,4886
LOC105274304,105274304
STEAP1,26872
STEAP2,261729
SEZ6L2,26470
NALCN,259232
MAN2A2,4122
MAN2A1,4124
MARK4,57787
MARK3,4140
MARK2,2011
MARK1,4139
RAP1GAP2,23108
ALYREF,10189
TDRD9,122402
TDRD7,23424
A2ML1,144568
TDRD6,221400
TDRD5,163589
NMRAL1,57407
TDRD3,81550
TDRD1,56165
TP53I3,9540
DNMBP,23268
MAN2B2,23324
MAN2B1,4125
CRISP1,167
CRISP2,7180
NPY6R,4888
CRISP3,10321
LOC112268354,112268354
LOC112268355,112268355
MADCAM1,8174
MAN2C1,4123
NPY5R,4889
DESI1,27351
DESI2,51029
MARS2,92935
MARS1,4141
URAD,646625
SATB1-AS1,101927777
URB2,9816
MIR2909,100422969
OPRM1,4988
URB1,9875
ASMTL-AS1,80161
ITGB1BP1,9270
ITGB1BP2,26548
NPY4R,5540
OPRL1,4987
MOSPD2,158747
C21ORF62-AS1,54067
MOSPD1,56180
FAM41AY1,340618
FAM41AY2,100302526
MOSPD3,64598
PRRG4,79056
PRRG3,79057
PRRG2,5639
PRRG1,5638
CD27-AS1,678655
DUXAP10,503639
MAS1L,116511
CYP1B1-AS1,285154
NRG1-IT3,100874286
PYCARD-AS1,100652740
OPRK1,4986
NRG1-IT1,100856811
SHCBP1,79801
GNPDA1,10007
GNPDA2,132789
LOC107984703,107984703
LOC101929622,101929622
PWWP2B,170394
LOC101929626,101929626
LOC728392,728392
SLA2,84174
TIPARP-AS1,100287227
LOC101929621,101929621
DPYSL4,10570
DPYSL5,56896
KIAA1586,57691
DPYSL2,1808
DPYSL3,1809
GPBP1,65056
VSTM1,284415
PWWP2A,114825
VSTM4,196740
VSTM5,387804
FNBP4,23360
SAP30BP,29115
LOC101929633,101929633
FNBP1,23048
CACNA2D1,781
CACNA2D3,55799
MTHFD2P1,100287639
CACNA2D2,9254
CACNA2D4,93589
ABITRAM,54942
MIR196A1,406972
MIR196A2,406973
FEZ1,9638
FEZ2,9637
PLBD1,79887
TCEANC2,127428
TXNIP,10628
CLOCK,9575
PLBD2,196463
SLBP,7884
LOC101929645,101929645
URI1,8725
SLC39A12-AS1,100129213
LOC100630923,100630923
ZC3HAV1,56829
FAM172BP,131909
PRPSAP1,5635
PRPSAP2,5636
TMED2-DT,101927415
HLCS,3141
MOV10L1,54456
LMCD1-AS1,100288428
LOC101929657,101929657
BTBD19,149478
CREBBP,1387
BTBD17,388419
BTBD18,643376
BTBD16,118663
BTBD10,84280
LOC101929653,101929653
C8ORF44-SGK3,100533105
NANOG,79923
AOC4P,90586
JRKL,8690
LOC101929662,101929662
CASP14,23581
CASP12,100506742
CASP10,843
LOC101927018,101927018
RING1,6015
ZNF674-AS1,401588
NTM-IT,100874281
PLSCR1,5359
PLSCR3,57048
PLSCR2,57047
PLSCR5,389158
PLSCR4,57088
ATF7-NPFF,114108587
PAFAH1B3,5050
PAFAH1B2,5049
PAFAH1B1,5048
ECHS1,1892
URM1,81605
LOC101927020,101927020
LOC101927023,101927023
CASP8AP2,9994
SLF1,84250
SLF2,55719
KIR3DL1,3811
KIR3DL2,3812
LOC101929698,101929698
KIR3DL3,115653
MYBBP1A,10514
PWWP3A,84939
PWWP3B,139221
CIAPIN1,57019
LY6L,101928108
DPP10-AS1,389023
LY6K,54742
DPP10-AS3,101927591
LOC101927048,101927048
ALDH1L1,10840
LDC1P,149086
MAP3K7CL,56911
LY75,4065
LOC101927040,101927040
ALDH1L2,160428
LOC101927045,101927045
UROD,7389
SMG7-AS1,284649
KIR3DX1,90011
EIF2S3B,255308
SVIL2P,645954
LOC101927053,101927053
TSPOAP1-AS1,100506779
LOC101927055,101927055
RINT1,60561
LY6D,8581
LY6H,4062
AJUBA,84962
LY6E,4061
GRIA1,2890
GRIA2,2891
OR7E2P,8587
LY96,23643
CREBL2,1389
LOC101927069,101927069
LOC101927066,101927066
SLC9A9-AS1,100885796
KIAA1522,57648
TNFRSF17,608
PARD6G-AS1,100130522
SLIT2-IT1,100505893
TNFRSF14,8764
IP6K1,9807
SAC3D1,29901
IP6K3,117283
GRIA3,2892
IP6K2,51447
GRIA4,2893
UROS,7390
LY86,9450
LOC101927078,101927078
LOC101927082,101927082
OR7E24,26648
KIR3DS1,3813
SCARNA21B,107397391
MIR4429,100616469
MIR4428,100616141
KIAA1549,57670
MIR4425,100616365
MIR4424,100616328
MIR4427,100616390
MIR4426,100616345
MIR4421,100616189
MIR4420,100616164
MIR4423,100616481
MIR4422,100616272
GRID2,2895
GNRHR2,114814
GRID1,2894
TNFRSF18,8784
TNFRSF19,55504
TNFRSF1B,7133
ARFGAP3,26286
ARFGAP1,55738
TNFRSF1A,7132
ARFGAP2,84364
MIR4418,100616433
TNFRSF25,8718
TNFRSF21,27242
PLCH1-AS2,100874036
CANT1,124583
CARNMT1,138199
HM13,81502
SRBD1,55133
OR12D1,26530
OR12D3,81797
OR12D2,26529
OR7E5P,219445
TXNL1,9352
HCRTR2,3062
HCRTR1,3061
ZNF460-AS1,105372476
TNFRSF6B,8771
THSD7B,80731
THSD7A,221981
LOC105379450,105379450
ITFG2-AS1,283440
SLPI,6590
PNLDC1,154197
LOC105379443,105379443
MIR4330,100422930
ACTR3B,57180
TTBK1,84630
TTBK2,146057
MIR4329,100423009
ACTR3C,653857
MIR4326,100422945
MIR4325,100422883
MIR4328,100422932
HLTF,6596
MIR4327,100422891
LOC105379477,105379477
MIR4322,100422925
MIR4321,100423031
BLOC1S1-RDH5,100528022
MIR4324,100422979
MIR4323,100422980
LYAR,55646
MIR4320,100422865
CAMTA1-DT,110841581
FER1L5,90342
FER1L4,80307
SPHKAP,80309
NBEAL1,65065
NBEAL2,23218
FER1L6,654463
ZNNT1,115830329
MIR4319,100422829
MIR4318,100422857
MIR4314,100422983
MIR4317,100422840
MIR4316,100422851
MIR4311,100422905
MIR4310,100423013
MIR4313,100423035
MIR4312,100422971
SNORD65B,109616980
HIBADH,11112
GRIK5,2901
SNORD65C,109616981
GRIK3,2899
GRIK4,2900
GRIK1,2897
GRIK2,2898
LOC645485,645485
ACTR1A,10121
ACTR1B,10120
CNTRL,11064
PGM5P4-AS1,103344932
MIR4300HG,101928989
MIR4290HG,286370
SLTM,79811
SAMD12-AS1,552860
SLU7,10569
CTXND2,100996521
GPALPP1,55425
CTXND1,100996492
FITM1,161247
FITM2,128486
SLX4,84464
ORMDL2,29095
ORMDL3,94103
CYTOR,112597
LOC100507412,100507412
SCARNA26B,106633816
SCARNA26A,106633810
TRIM53AP,642569
ORMDL1,94101
GRIN1,2902
SEC23IP,11196
MIR3976HG,645355
LNCTAM34A,102724571
ACTR10,55860
GRINA,2907
MADD-AS1,101928943
GRIP1,23426
TMOD1,7111
FBXW12,285231
PCID2,55795
FBXW10,10517
TMOD4,29765
FBXW11,23291
TMOD3,29766
SNORD62A,26786
TMOD2,29767
TTC7B,145567
PITRM1-AS1,100507034
TTC7A,57217
GRIP2,80852
LYG1,129530
LYG2,254773
SNORD63B,109617013
SEC22B3P,100996517
SNORD62B,692093
CYTL1,54360
CNTLN,54875
CNTN5,53942
AUTS2,26053
CNTN6,27255
HNRNPA1P33,728643
PCIF1,63935
ZC3H18-AS1,400555
USB1,79650
OR4F13P,390651
SEC22B2P,100996716
CNTN1,1272
RSPH14,27156
CNTN2,6900
CNTN3,5067
CNTN4,152330
LOC100507443,100507443
TTC26,79989
TTC23,64927
TTC24,164118
TTC22,55001
MIR325HG,101928469
TTC29,83894
USE1,55850
TTC27,55622
RPSAP9,653162
TTC28,23331
MIR6724-2,103504727
LOC100507472,100507472
MIR6724-3,103504739
LYL1,4066
FYCO1,79443
KDM4A-AS1,100132774
MIR6724-1,102465433
GUSBP9,118126072
CYTIP,9595
GUSBP3,653188
GUSBP4,375513
GUSBP5,441046
TTC36,143941
TTC34,100287898
GUSBP1,728411
GUSBP2,387036
OLIG3,167826
TTC32,130502
TTC33,23548
MIR205HG,642587
HNRNPA1P10,664709
TTC31,64427
OLIG1,116448
OLIG2,10215
MIR6724-4,103504733
TTC38,55020
DYNAP,284254
TMEM220-AS1,101101775
LOC100507464,100507464
EMC3-AS1,442075
PHKA1-AS1,101928259
SLC3A1,6519
SLC3A2,6520
LARGE-AS1,100506195
CAND2,23066
CYTH3,9265
CYTH2,9266
FOXN3-AS2,29018
CSPG4P1Y,114758
CAND1,55832
CYTH4,27128
FOXN3-AS1,400236
CYTH1,9267
TTC14,151613
TTC12,54970
TTC13,79573
USF3,205717
NBEAP1,606
TTC19,54902
SPATA3-AS1,348761
USF2,7392
TTC16,158248
USF1,7391
TTC17,55761
SMUG1,23583
OPN1SW,611
GPD1L,23171
PRSS1,5644
LOC101929748,101929748
SNORD116-22,100033433
SNORD116-21,100033432
SMC5,23137
SLC4A1,6521
SNORD116-24,100033435
SMC6,79677
SLC4A2,6522
SNORD116-23,100033434
SMC3,9126
SLC4A3,6508
SMC4,10051
SLC4A4,8671
SLC4A5,57835
SNORD116-20,100033431
SMC2,10592
SNORD116-19,727708
SNORD116-18,100033430
SNORD116-15,100033427
SNORD116-14,100033426
SNORD116-17,100033429
NAMPT,10135
SNORD116-16,100033428
SBDSP1,155370
PRSS8,5652
PRSS3,5646
PRSS2,5645
RSPH6A,81492
MED14OS,100873985
LOC440084,440084
SNORD116-30,100873856
LOC100507384,100507384
SNORD116-29,100033821
DEPDC1B,55789
ADCY9,115
SNORD116-26,100033438
SNORD116-25,100033436
SNORD116-28,100033820
SNORD116-27,100033439
HMBS,3145
LOC100507389,100507389
LOC101929767,101929767
OR13J1,392309
SAMSN1,64092
LOC101929762,101929762
NUGGC,389643
PLAC8,51316
FAM171A1,221061
PLAC9,219348
FAM171A2,284069
NCSTN,23385
PLAC1,10761
PLAC4,191585
SMCP,4184
PRKG1-AS1,100506939
POU6F2,11281
SNORD116-11,100033423
SNORD116-10,100033422
SNORD116-13,100033425
SNORD116-12,100033424
POU6F1,5463
SMG1,23049
SMG9,56006
SMG7,9887
SMG8,55181
LYST,1130
SMG5,23381
SMG6,23293
CFAP298-TCP10L,110091775
LOC101927136,101927136
MSGN1,343930
LOC101927131,101927131
LOC728485,728485
MYZAP,100820829
CXXC4-AS1,101929468
USO1,8615
ADCY4,196883
LOC101927141,101927141
ADCY3,109
ADCY2,108
ADCY1,107
ADCY8,114
ADCY7,113
ADCY6,112
FGD1,2245
LOC101927143,101927143
ADCY5,111
FGD2,221472
FGD3,89846
FGD4,121512
ARFRP1,10139
FGD5,152273
FGD6,55785
GPAT4,137964
ASPDH,554235
USP1,7398
PCGF1,84759
GPAT3,84803
GPAT2,150763
RSPH4A,345895
PCGF6,84108
LOC101927159,101927159
NOXRED1,122945
KIDINS220,57498
PCGF5,84333
PCGF2,7703
PCGF3,10336
LOC101927157,101927157
VMA21,203547
JKAMP,51528
LOC101927164,101927164
FGF1,2246
FGF2,2247
NDUFC2-KCTD14,100532726
FGF3,2248
FGF4,2249
LOC101927166,101927166
FGF5,2250
RIMS2,9699
MIR4506,100616140
FGF6,2251
RIMS1,22999
MIR4505,100616158
FGF7,2252
RIMS4,140730
MIR4508,100616275
FGF8,2253
RIMS3,9783
MIR4507,100616135
FGF9,2254
MIR4502,100616227
MIR4501,100616137
MIR4504,100616261
MIR4503,100616280
MIR4500,100616182
OR13D1,286365
CSGALNACT1,55790
USP8,9101
USP7,7874
USP6,9098
USP5,8078
MAMSTR,284358
USP4,7375
USP3,9960
CSGALNACT2,55454
USP2,9099
MIR4477B,100616194
CHD1L,9557
LOC101927178,101927178
LOC101927179,101927179
MIR4477A,100616184
PYGO1,26108
PYGO2,90780
OR13C9,286362
OR13C8,138802
HOXC13-AS,100874366
B4GALT4-AS1,100874201
SPINT1-AS1,102724362
OR13C3,138803
OR13C2,392376
ERICH6-AS1,101928085
OR13C5,138799
OR13C4,138804
RTN4R,65078
DDX11L5,100287596
